ens_stable_id,ens_stable_id_version,refseq_stable_id,refseq_stable_id_version,mane_type,ens_gene_name
ENST00000359114,9,NM_024313,3,MANE SELECT,NOL12
ENST00000256429,8,NM_003927,5,MANE SELECT,MBD2
ENST00000262848,6,NM_005044,5,MANE SELECT,PRKX
ENST00000380482,9,NM_032849,4,MANE SELECT,MEDAG
ENST00000674429,1,NM_001320752,2,MANE SELECT,STS
ENST00000360467,7,NM_001846,4,MANE SELECT,COL4A2
ENST00000417564,3,NM_015151,4,MANE SELECT,DIP2A
ENST00000399799,3,NM_005406,3,MANE SELECT,ROCK1
ENST00000317103,5,NM_016378,3,MANE SELECT,VCX2
ENST00000381042,9,NM_004650,3,MANE SELECT,PNPLA4
ENST00000331035,10,NM_002183,4,MANE SELECT,IL3RA
ENST00000254958,10,NM_000214,3,MANE SELECT,JAG1
ENST00000324000,4,NM_015879,3,MANE SELECT,ST8SIA3
ENST00000381297,10,NM_178129,5,MANE SELECT,P2RY8
ENST00000282058,11,NM_138443,4,MANE SELECT,HAUS1
ENST00000544357,2,NM_001130405,1,MANE SELECT,PRR20C
ENST00000451311,7,NM_021109,4,MANE SELECT,TMSB4X
ENST00000336934,10,NM_178006,4,MANE SELECT,STARD13
ENST00000381401,11,NM_001636,4,MANE SELECT,SLC25A6
ENST00000338244,6,NM_005116,6,MANE SELECT,SLC23A2
ENST00000380714,7,NM_001142,2,MANE SELECT,AMELX
ENST00000312828,4,NM_173557,3,MANE SELECT,RNF152
ENST00000591504,6,NM_025214,3,MANE SELECT,CCDC68
ENST00000381241,9,NM_001171038,2,MANE SELECT,ASMT
ENST00000262160,11,NM_005901,6,MANE SELECT,SMAD2
ENST00000327858,11,NM_006486,3,MANE SELECT,FBLN1
ENST00000300527,9,NM_001849,4,MANE SELECT,COL6A2
ENST00000376979,4,NM_080610,3,MANE SELECT,CST9L
ENST00000647374,2,NM_032229,3,MANE SELECT,SLITRK6
ENST00000381089,7,NM_016379,4,MANE SELECT,VCX3A
ENST00000377865,7,NM_203487,3,MANE SELECT,PCDH9
ENST00000334651,11,NM_145177,3,MANE SELECT,DHRSX
ENST00000380913,8,NM_001649,4,MANE SELECT,SHROOM2
ENST00000243924,4,NM_002638,4,MANE SELECT,PI3
ENST00000262648,8,NM_000216,4,MANE SELECT,ANOS1
ENST00000262094,10,NM_004163,4,MANE SELECT,RAB27B
ENST00000372769,4,NM_003008,3,MANE SELECT,SEMG2
ENST00000621162,1,NM_181606,3,MANE SELECT,KRTAP7-1
ENST00000359568,10,NM_006031,6,MANE SELECT,PCNT
ENST00000537075,3,NM_001322799,2,MANE SELECT,KCNS1
ENST00000215886,6,NM_006498,3,MANE SELECT,LGALS2
ENST00000256857,7,NM_002091,5,MANE SELECT,GRP
ENST00000216133,10,NM_175709,5,MANE SELECT,CBX7
ENST00000650089,1,NM_006363,6,MANE SELECT,SEC23B
ENST00000381317,9,NM_004192,4,MANE SELECT,ASMTL
ENST00000216180,8,NM_025225,3,MANE SELECT,PNPLA3
ENST00000602402,6,NM_006260,5,MANE SELECT,DNAJC3
ENST00000400841,8,NM_022148,4,MANE SELECT,CRLF2
ENST00000317749,9,NM_016449,4,MANE SELECT,DRICH1
ENST00000636427,3,NM_001365455,2,MANE SELECT,C13orf46
ENST00000398938,7,NM_170736,3,MANE SELECT,KCNJ15
ENST00000586569,3,NM_003839,4,MANE SELECT,TNFRSF11A
ENST00000262726,12,NM_022785,4,MANE SELECT,EFCAB6
ENST00000445307,4,NM_001195081,2,MANE SELECT,CLDN34
ENST00000327220,10,NM_205849,3,MANE SELECT,FAM9B
ENST00000239859,8,NM_001144981,3,MANE SELECT,CCDC169
ENST00000381554,8,NM_145858,3,MANE SELECT,CRYZL1
ENST00000650831,1,NM_001018113,3,MANE SELECT,FANCB
ENST00000217515,11,NM_004786,3,MANE SELECT,TXNL1
ENST00000402918,7,NM_052906,5,MANE SELECT,ELFN2
ENST00000217939,7,NM_015419,4,MANE SELECT,MXRA5
ENST00000337137,9,NM_014346,5,MANE SELECT,TBC1D22A
ENST00000256413,8,NM_014772,3,MANE SELECT,CTIF
ENST00000380762,5,NM_005333,5,MANE SELECT,HCCS
ENST00000337963,9,NM_001142684,2,MANE SELECT,ZMYM5
ENST00000381095,8,NM_181332,3,MANE SELECT,NLGN4X
ENST00000337743,9,NM_017714,3,MANE SELECT,TASP1
ENST00000303775,10,NM_013240,6,MANE SELECT,N6AMT1
ENST00000304788,4,NM_152667,3,MANE SELECT,NANP
ENST00000361383,11,NM_030877,5,MANE SELECT,CTNNBL1
ENST00000380625,8,NM_174901,6,MANE SELECT,FAM9C
ENST00000280886,12,NM_014974,3,MANE SELECT,DIP2C
ENST00000321341,11,NM_002396,5,MANE SELECT,ME2
ENST00000330949,3,NM_005986,3,MANE SELECT,SOX1
ENST00000380473,8,NM_152325,3,MANE SELECT,TEX26
ENST00000381003,7,NM_174951,3,MANE SELECT,FAM9A
ENST00000332556,5,NM_005561,4,MANE SELECT,LAMP1
ENST00000381032,6,NM_001001888,4,MANE SELECT,VCX3B
ENST00000375431,9,NM_024719,4,MANE SELECT,GRTP1
ENST00000380554,5,NM_003739,6,MANE SELECT,AKR1C3
ENST00000376747,8,NM_020121,4,MANE SELECT,UGGT2
ENST00000318948,7,NM_003489,4,MANE SELECT,NRIP1
ENST00000382097,4,NM_001010859,3,MANE SELECT,C22orf42
ENST00000356577,10,NM_138927,4,MANE SELECT,SON
ENST00000378533,4,NM_006307,5,MANE SELECT,SRPX
ENST00000269209,7,NM_001242409,2,MANE SELECT,GAREM1
ENST00000326000,2,NM_147198,4,MANE SELECT,WFDC9
ENST00000216268,6,NM_014838,3,MANE SELECT,ZBED4
ENST00000313237,10,NM_138415,5,MANE SELECT,PHF21B
ENST00000380419,8,NM_024803,3,MANE SELECT,TUBAL3
ENST00000237536,9,NM_080627,4,MANE SELECT,SOGA1
ENST00000269466,8,NM_018696,3,MANE SELECT,ELAC1
ENST00000316157,8,NM_015155,3,MANE SELECT,LARP4B
ENST00000409746,5,NM_024430,4,MANE SELECT,PSTPIP2
ENST00000379942,5,NM_000292,3,MANE SELECT,PHKA2
ENST00000457511,7,NM_001198950,3,MANE SELECT,MYO16
ENST00000372874,9,NM_000022,4,MANE SELECT,ADA
ENST00000314567,8,NM_207327,5,MANE SELECT,CDPF1
ENST00000380289,3,NM_005314,3,MANE SELECT,GRPR
ENST00000381312,6,NM_018702,4,MANE SELECT,ADARB2
ENST00000590800,6,NM_001318841,2,MANE SELECT,ZBTB7C
ENST00000216211,9,NM_006953,4,MANE SELECT,UPK3A
ENST00000298375,12,NM_001040177,3,MANE SELECT,AKR1E2
ENST00000243903,6,NM_024855,4,MANE SELECT,ACTR5
ENST00000216146,9,NM_000967,4,MANE SELECT,RPL3
ENST00000380033,9,NM_153346,5,MANE SELECT,BEND2
ENST00000375820,10,NM_001845,6,MANE SELECT,COL4A1
ENST00000380492,8,NM_152581,4,MANE SELECT,MOSPD2
ENST00000288319,12,NM_182918,4,MANE SELECT,ERG
ENST00000379565,9,NM_004586,3,MANE SELECT,RPS6KA3
ENST00000269499,10,NM_017742,6,MANE SELECT,ZCCHC2
ENST00000263125,10,NM_006257,5,MANE SELECT,PRKCQ
ENST00000372781,4,NM_003007,5,MANE SELECT,SEMG1
ENST00000372643,4,NM_080753,3,MANE SELECT,WFDC10A
ENST00000403662,8,NM_000395,3,MANE SELECT,CSF2RB
ENST00000284987,6,NM_007038,5,MANE SELECT,ADAMTS5
ENST00000585477,2,NM_001257964,2,MANE SELECT,BOD1L2
ENST00000299721,3,NM_181654,4,MANE SELECT,CPLX4
ENST00000299824,6,NM_015568,4,MANE SELECT,PPP1R16B
ENST00000339486,8,NM_003831,5,MANE SELECT,RIOK3
ENST00000216075,11,NM_017584,6,MANE SELECT,MIOX
ENST00000298125,7,NM_052950,4,MANE SELECT,WDFY2
ENST00000279024,9,NM_001029864,2,MANE SELECT,KIAA1755
ENST00000379215,9,NM_024693,5,MANE SELECT,ECHDC3
ENST00000378302,7,NM_018191,4,MANE SELECT,RCBTB1
ENST00000275954,4,NM_031442,4,MANE SELECT,TMEM47
ENST00000419743,7,NM_001142958,2,MANE SELECT,FBXO15
ENST00000379328,9,NM_001002295,2,MANE SELECT,GATA3
ENST00000454366,2,NM_016426,7,MANE SELECT,GTSE1
ENST00000379499,3,NM_153270,3,MANE SELECT,KLHL34
ENST00000313871,9,NM_005088,3,MANE SELECT,AKAP17A
ENST00000252979,6,NM_015655,4,MANE SELECT,ZNF337
ENST00000375856,5,NM_003749,3,MANE SELECT,IRS2
ENST00000372813,4,NM_006809,5,MANE SELECT,TOMM34
ENST00000379494,4,NM_014332,3,MANE SELECT,SMPX
ENST00000356221,8,NM_001078645,3,MANE SELECT,CDC16
ENST00000281141,9,NM_006023,3,MANE SELECT,CDC123
ENST00000330125,10,NM_019843,4,MANE SELECT,EIF4ENIF1
ENST00000269228,10,NM_000271,5,MANE SELECT,NPC1
ENST00000279027,9,NM_022829,6,MANE SELECT,SLC13A3
ENST00000379510,5,NM_014927,5,MANE SELECT,CNKSR2
ENST00000380486,4,NM_015500,2,MANE SELECT,C2CD2
ENST00000380433,5,NM_053049,4,MANE SELECT,UCN3
ENST00000327347,10,NM_012247,5,MANE SELECT,SEPHS1
ENST00000269205,7,NM_001034172,4,MANE SELECT,SLC25A52
ENST00000285039,12,NM_001080467,3,MANE SELECT,MYO5B
ENST00000215855,7,NM_004076,5,MANE SELECT,CRYBB3
ENST00000310826,10,NM_001098402,2,MANE SELECT,ZBTB21
ENST00000378747,8,NM_001008212,2,MANE SELECT,OPTN
ENST00000349552,1,NM_174897,2,MANE SELECT,BPIFB6
ENST00000375370,10,NM_007111,5,MANE SELECT,TFDP1
ENST00000249042,8,NM_003312,6,MANE SELECT,TST
ENST00000290349,11,NM_001757,4,MANE SELECT,CBR1
ENST00000217420,2,NM_080552,3,MANE SELECT,SLC32A1
ENST00000358502,10,NM_030882,4,MANE SELECT,APOL2
ENST00000261332,11,NM_006965,4,MANE SELECT,ZNF24
ENST00000283550,8,NM_145248,5,MANE SELECT,SPACA7
ENST00000290354,6,NM_001236,4,MANE SELECT,CBR3
ENST00000299339,3,NM_006984,5,MANE SELECT,CLDN10
ENST00000675419,1,NM_001754,5,MANE SELECT,RUNX1
ENST00000335288,5,NM_000705,4,MANE SELECT,ATP4B
ENST00000587834,6,NM_033280,4,MANE SELECT,SEC11C
ENST00000361283,4,NM_032436,4,MANE SELECT,CHAMP1
ENST00000497571,6,NM_001300,6,MANE SELECT,KLF6
ENST00000397968,4,NM_004361,5,MANE SELECT,CDH7
ENST00000300255,7,NM_058187,5,MANE SELECT,EVA1C
ENST00000252011,8,NM_021931,4,MANE SELECT,DHX35
ENST00000379959,8,NM_000417,3,MANE SELECT,IL2RA
ENST00000216218,8,NM_003932,5,MANE SELECT,ST13
ENST00000478244,6,NM_001014283,2,MANE SELECT,DCUN1D2
ENST00000334295,9,NM_015476,4,MANE SELECT,TPGS2
ENST00000356708,12,NM_001001973,3,MANE SELECT,ATP5F1C
ENST00000379631,9,NM_145286,3,MANE SELECT,STOML3
ENST00000375299,8,NM_023011,4,MANE SELECT,UPF3A
ENST00000290155,8,NM_021254,4,MANE SELECT,CFAP298
ENST00000267339,6,NM_017664,4,MANE SELECT,ANKRD10
ENST00000341197,9,NM_001098797,2,MANE SELECT,TOX2
ENST00000215904,7,NM_020315,5,MANE SELECT,PDXP
ENST00000375915,4,NM_001080396,3,MANE SELECT,NALF1
ENST00000375547,7,NM_003891,3,MANE SELECT,PROZ
ENST00000300258,8,NM_144659,7,MANE SELECT,TCP10L
ENST00000238508,8,NM_005024,3,MANE SELECT,SERPINB10
ENST00000344293,6,NM_031923,4,MANE SELECT,TAF3
ENST00000375353,5,NM_182614,4,MANE SELECT,TMEM255B
ENST00000299766,5,NM_005912,3,MANE SELECT,MC4R
ENST00000270142,11,NM_000454,5,MANE SELECT,SOD1
ENST00000323274,15,NM_001071,4,MANE SELECT,TYMS
ENST00000298428,14,NM_018144,4,MANE SELECT,SEC61A2
ENST00000337344,9,NM_001127202,4,MANE SELECT,PCID2
ENST00000450895,2,NM_001367348,2,MANE SELECT,SMIM34
ENST00000348354,7,NM_006806,5,MANE SELECT,BTG3
ENST00000339464,9,NM_058238,3,MANE SELECT,WNT7B
ENST00000039007,5,NM_000531,6,MANE SELECT,OTC
ENST00000297875,7,NM_138780,3,MANE SELECT,SYTL5
ENST00000350028,5,NM_015380,5,MANE SELECT,SAMM50
ENST00000332859,11,NM_006936,3,MANE SELECT,SUMO3
ENST00000352957,9,NM_017446,4,MANE SELECT,MRPL39
ENST00000299608,7,NM_019022,5,MANE SELECT,TMX3
ENST00000380122,10,NM_018360,3,MANE SELECT,TXLNG
ENST00000327619,10,NM_005244,5,MANE SELECT,EYA2
ENST00000400566,6,NM_022136,5,MANE SELECT,SAMSN1
ENST00000412172,4,NM_207319,4,MANE SELECT,PPP4R3C
ENST00000218075,9,NM_002063,4,MANE SELECT,GLRA2
ENST00000381031,8,NM_017931,4,MANE SELECT,TTC38
ENST00000306735,10,NM_024805,3,MANE SELECT,RBFA
ENST00000380872,9,NM_001353,6,MANE SELECT,AKR1C1
ENST00000291691,12,NM_058180,5,MANE SELECT,C21orf58
ENST00000269221,8,NM_013326,5,MANE SELECT,RMC1
ENST00000403230,3,NM_006386,5,MANE SELECT,DDX17
ENST00000379869,8,NM_001079858,3,MANE SELECT,ADGRG2
ENST00000376285,6,NM_000282,4,MANE SELECT,PCCA
ENST00000372785,3,NM_080869,2,MANE SELECT,WFDC12
ENST00000303004,5,NM_005194,4,MANE SELECT,CEBPB
ENST00000435456,7,NM_006358,4,MANE SELECT,SLC25A17
ENST00000399292,8,NM_058182,5,MANE SELECT,SMIM11
ENST00000398019,7,NM_003784,4,MANE SELECT,SERPINB7
ENST00000290399,11,NM_005069,6,MANE SELECT,SIM2
ENST00000216185,7,NM_012473,4,MANE SELECT,TXN2
ENST00000376335,8,NM_007129,5,MANE SELECT,ZIC2
ENST00000329553,3,NM_018962,3,MANE SELECT,RIPPLY3
ENST00000340648,6,NM_015056,3,MANE SELECT,RRP1B
ENST00000262717,9,NM_031891,4,MANE SELECT,CDH20
ENST00000261965,8,NM_006322,6,MANE SELECT,TUBGCP3
ENST00000353703,9,NM_139323,4,MANE SELECT,YWHAB
ENST00000644935,1,NM_001039141,3,MANE SELECT,TRIOBP
ENST00000291565,9,NM_003681,5,MANE SELECT,PDXK
ENST00000324384,4,NM_147197,2,MANE SELECT,WFDC11
ENST00000290246,11,NM_133171,5,MANE SELECT,ELMO2
ENST00000309660,10,NM_002828,4,MANE SELECT,PTPN2
ENST00000642412,2,NM_017436,7,MANE SELECT,A4GALT
ENST00000216129,7,NM_015140,4,MANE SELECT,TTLL12
ENST00000335678,7,NM_002929,3,MANE SELECT,GRK1
ENST00000267291,7,NM_178861,5,MANE SELECT,RNF113B
ENST00000291568,7,NM_000100,4,MANE SELECT,CSTB
ENST00000282003,7,NM_024546,4,MANE SELECT,OBI1
ENST00000497547,2,NM_003683,6,MANE SELECT,RRP1
ENST00000395737,2,NM_001253845,2,MANE SELECT,ADM2
ENST00000407572,6,NM_001080836,3,MANE SELECT,MEIG1
ENST00000434316,7,NM_017905,6,MANE SELECT,TMCO3
ENST00000331479,4,NM_033318,5,MANE SELECT,SMDT1
ENST00000399892,7,NM_001013437,2,MANE SELECT,SEH1L
ENST00000336985,11,NM_181333,4,MANE SELECT,PRR5
ENST00000358415,9,NM_002216,3,MANE SELECT,ITIH2
ENST00000375559,8,NM_000504,4,MANE SELECT,F10
ENST00000291572,13,NM_020132,5,MANE SELECT,AGPAT3
ENST00000377067,9,NM_004466,6,MANE SELECT,GPC5
ENST00000251047,6,NM_005570,4,MANE SELECT,LMAN1
ENST00000380680,5,NM_007106,4,MANE SELECT,UBL3
ENST00000535094,7,NM_001112732,3,MANE SELECT,MCF2L
ENST00000589332,7,NM_001322286,2,MANE SELECT,ZNF396
ENST00000291574,9,NM_003274,5,MANE SELECT,TRAPPC10
ENST00000379775,9,NM_004566,4,MANE SELECT,PFKFB3
ENST00000262719,10,NM_194449,4,MANE SELECT,PHLPP1
ENST00000651528,2,NM_001242896,3,MANE SELECT,DEPDC5
ENST00000262150,7,NM_021153,4,MANE SELECT,CDH19
ENST00000451717,6,NM_021785,6,MANE SELECT,RAI2
ENST00000359276,9,NM_175859,3,MANE SELECT,CTPS2
ENST00000291576,12,NM_005049,3,MANE SELECT,PWP2
ENST00000451882,3,NM_001136180,2,MANE SELECT,HSBP1L1
ENST00000647188,2,NM_001347721,2,MANE SELECT,DYRK1A
ENST00000321925,9,NM_015865,7,MANE SELECT,SLC14A1
ENST00000422285,7,NM_000284,4,MANE SELECT,PDHA1
ENST00000334062,8,NM_007368,4,MANE SELECT,RASA3
ENST00000379607,10,NM_001412,4,MANE SELECT,EIF1AX
ENST00000302945,3,NM_145657,3,MANE SELECT,GSX1
ENST00000282026,2,NM_138450,6,MANE SELECT,ARL11
ENST00000377047,9,NM_005708,5,MANE SELECT,GPC6
ENST00000263038,9,NM_006214,4,MANE SELECT,PHYH
ENST00000380200,3,NM_004057,3,MANE SELECT,S100G
ENST00000375440,9,NM_001008895,4,MANE SELECT,CUL4A
ENST00000376729,10,NM_001347217,2,MANE SELECT,WDR13
ENST00000647584,2,NM_017512,7,MANE SELECT,ENOSF1
ENST00000379888,9,NM_032905,5,MANE SELECT,RBM17
ENST00000341016,5,NM_012274,2,MANE SELECT,H2AP
ENST00000218340,4,NM_006915,3,MANE SELECT,RP2
ENST00000378588,5,NM_000397,4,MANE SELECT,CYBB
ENST00000491614,6,NM_014142,4,MANE SELECT,NUDT5
ENST00000398548,6,NM_001040424,3,MANE SELECT,PRDM15
ENST00000379484,10,NM_015884,4,MANE SELECT,MBTPS2
ENST00000378970,5,NM_000475,5,MANE SELECT,NR0B1
ENST00000247138,11,NM_005660,3,MANE SELECT,SLC35A2
ENST00000376180,8,NM_004791,3,MANE SELECT,ITGBL1
ENST00000378825,5,NM_031455,4,MANE SELECT,CCDC3
ENST00000378681,8,NM_145314,3,MANE SELECT,UCMA
ENST00000379562,9,NM_012311,4,MANE SELECT,KIN
ENST00000242827,11,NM_032565,5,MANE SELECT,EBPL
ENST00000218721,1,NM_001507,1,MANE SELECT,MLNR
ENST00000579022,5,NM_001037331,3,MANE SELECT,SMIM21
ENST00000241453,12,NM_004119,3,MANE SELECT,FLT3
ENST00000262198,9,NM_014913,4,MANE SELECT,ADNP2
ENST00000592875,6,NM_031446,5,MANE SELECT,C18orf21
ENST00000380094,10,NM_019046,3,MANE SELECT,ANKRD16
ENST00000400198,8,NM_018011,4,MANE SELECT,ARGLU1
ENST00000400004,6,NM_001277307,2,MANE SELECT,MAGEB17
ENST00000319562,11,NM_005766,4,MANE SELECT,FARP1
ENST00000379984,4,NM_000330,4,MANE SELECT,RS1
ENST00000580059,7,NM_001142730,3,MANE SELECT,KCTD1
ENST00000357604,10,NM_015542,4,MANE SELECT,UPF2
ENST00000328046,8,NM_030624,3,MANE SELECT,KLHL15
ENST00000329357,6,NM_152631,3,MANE SELECT,FAM47B
ENST00000251900,9,NM_006089,3,MANE SELECT,SCML2
ENST00000269187,10,NM_012319,4,MANE SELECT,SLC39A6
ENST00000291547,10,NM_004571,5,MANE SELECT,PKNOX1
ENST00000357277,8,NM_004726,3,MANE SELECT,REPS2
ENST00000379977,8,NM_002189,4,MANE SELECT,IL15RA
ENST00000651870,1,NM_001243702,2,MANE SELECT,ZBTB14
ENST00000299727,5,NM_001480,4,MANE SELECT,GALR1
ENST00000398165,8,NM_000071,3,MANE SELECT,CBS
ENST00000218230,6,NM_013271,5,MANE SELECT,PCSK1N
ENST00000375151,5,NM_058163,3,MANE SELECT,TSR2
ENST00000253039,9,NM_001415,4,MANE SELECT,EIF2S3
ENST00000361524,8,NM_015461,3,MANE SELECT,ZNF521
ENST00000420999,2,NM_025184,4,MANE SELECT,EFHC2
ENST00000313851,3,NM_001318932,2,MANE SELECT,FAM216B
ENST00000324817,6,NM_004229,4,MANE SELECT,MED14
ENST00000408945,5,NM_001123366,2,MANE SELECT,HMSD
ENST00000398795,7,NM_003701,4,MANE SELECT,TNFSF11
ENST00000284202,9,NM_018439,4,MANE SELECT,IMPACT
ENST00000400113,8,NM_006001,3,MANE SELECT,TUBA3C
ENST00000269503,9,NM_182511,4,MANE SELECT,CBLN2
ENST00000354919,11,NM_001193424,2,MANE SELECT,SUV39H2
ENST00000276055,4,NM_019886,4,MANE SELECT,CHST7
ENST00000621775,2,NM_001145073,3,MANE SELECT,USP27X
ENST00000376091,8,NM_001127898,4,MANE SELECT,CLCN5
ENST00000356189,6,NM_001039844,3,MANE SELECT,ACBD7
ENST00000378197,5,NM_183005,5,MANE SELECT,RPP38
ENST00000291554,6,NM_000394,4,MANE SELECT,CRYAA
ENST00000334889,4,NM_013435,3,MANE SELECT,RAX
ENST00000397146,7,NM_030569,7,MANE SELECT,ITIH5
ENST00000291552,9,NM_006758,3,MANE SELECT,U2AF1
ENST00000327968,7,NM_182699,4,MANE SELECT,DDX53
ENST00000647800,2,NM_021999,5,MANE SELECT,ITM2B
ENST00000357227,9,NM_006201,5,MANE SELECT,CDK16
ENST00000378182,4,NM_213590,3,MANE SELECT,TRIM13
ENST00000357447,7,NM_018027,5,MANE SELECT,FRMD4A
ENST00000312942,2,NM_173605,2,MANE SELECT,KCNRG
ENST00000332131,9,NM_017438,5,MANE SELECT,SETD4
ENST00000336617,8,NM_024570,4,MANE SELECT,RNASEH2B
ENST00000569591,3,NM_002438,4,MANE SELECT,MRC1
ENST00000377275,4,NM_178815,5,MANE SELECT,ARL5B
ENST00000269601,10,NM_006701,5,MANE SELECT,TXNL4A
ENST00000290219,11,NM_005534,4,MANE SELECT,IFNGR2
ENST00000377833,10,NM_001081,4,MANE SELECT,CUBN
ENST00000335972,11,NM_003334,4,MANE SELECT,UBA1
ENST00000381947,4,NM_001040192,3,MANE SELECT,DNAJC28
ENST00000311124,9,NM_194255,4,MANE SELECT,SLC19A1
ENST00000544301,7,NM_003380,5,MANE SELECT,VIM
ENST00000355994,7,NM_001025101,2,MANE SELECT,MBP
ENST00000360612,5,NM_001001852,4,MANE SELECT,PIM3
ENST00000651438,1,NM_001379500,1,MANE SELECT,COL18A1
ENST00000347635,9,NM_007172,4,MANE SELECT,NUP50
ENST00000377799,8,NM_004412,7,MANE SELECT,TRDMT1
ENST00000356790,2,NM_182506,3,MANE SELECT,MAGEB10
ENST00000413817,8,NM_001001794,4,MANE SELECT,DENND6B
ENST00000397180,6,NM_152869,4,MANE SELECT,RGN
ENST00000252934,10,NM_013236,4,MANE SELECT,ATXN10
ENST00000218436,7,NM_198510,3,MANE SELECT,ITIH6
ENST00000376759,8,NM_006743,5,MANE SELECT,RBM3
ENST00000298943,4,NM_001010908,2,MANE SELECT,C1QL3
ENST00000277632,8,NM_024948,4,MANE SELECT,MINDY3
ENST00000379361,5,NM_173495,3,MANE SELECT,PTCHD1
ENST00000441876,7,NM_017911,4,MANE SELECT,FAM118A
ENST00000380155,4,NM_032796,4,MANE SELECT,SYAP1
ENST00000443185,7,NM_014643,4,MANE SELECT,ZNF516
ENST00000374852,4,NM_017677,4,MANE SELECT,MTMR8
ENST00000298032,10,NM_173081,5,MANE SELECT,ARMC3
ENST00000216241,14,NM_138481,2,MANE SELECT,CHADL
ENST00000618847,5,NM_031422,6,MANE SELECT,CHST9
ENST00000623535,2,NM_001323289,2,MANE SELECT,CDKL5
ENST00000357985,7,NM_058186,4,MANE SELECT,FAM3B
ENST00000330501,12,NM_001135178,3,MANE SELECT,ZNF397
ENST00000357450,9,NM_148674,5,MANE SELECT,SMC1B
ENST00000389658,4,NM_005559,4,MANE SELECT,LAMA1
ENST00000284984,8,NM_006988,5,MANE SELECT,ADAMTS1
ENST00000326132,11,NM_152267,4,MANE SELECT,RNF185
ENST00000322475,13,NM_001242312,2,MANE SELECT,FAM124A
ENST00000251973,10,NM_014550,4,MANE SELECT,CARD10
ENST00000533490,7,NM_001136571,2,MANE SELECT,ZAR1L
ENST00000290130,4,NM_018944,3,MANE SELECT,MIS18A
ENST00000380130,7,NM_052818,3,MANE SELECT,N4BP2L1
ENST00000334463,4,NM_017669,4,MANE SELECT,ERCC6L
ENST00000303645,10,NM_001379228,1,MANE SELECT,MRAP
ENST00000375992,4,NM_018159,4,MANE SELECT,NUDT11
ENST00000398208,3,NM_018669,6,MANE SELECT,WDR4
ENST00000379643,10,NM_001168465,2,MANE SELECT,MAP7D2
ENST00000361475,7,NM_004613,4,MANE SELECT,TGM2
ENST00000383233,8,NM_032933,6,MANE SELECT,TMEM241
ENST00000379826,5,NM_001127217,3,MANE SELECT,SMAD9
ENST00000389704,4,NM_181503,3,MANE SELECT,EXOSC8
ENST00000371652,9,NM_199129,4,MANE SELECT,PEDS1
ENST00000354250,7,NM_021075,4,MANE SELECT,NDUFV3
ENST00000376423,8,NM_020137,5,MANE SELECT,GRIPAP1
ENST00000327979,8,NM_001290268,2,MANE SELECT,RIPOR3
ENST00000400075,4,NM_002040,4,MANE SELECT,GABPA
ENST00000350612,11,NM_001014286,3,MANE SELECT,SUPT20H
ENST00000289431,10,NM_006038,4,MANE SELECT,SPATA2
ENST00000216264,13,NM_022766,6,MANE SELECT,CERK
ENST00000619850,2,NM_030919,3,MANE SELECT,FAM83D
ENST00000222725,10,NM_001040167,2,MANE SELECT,LFNG
ENST00000349499,3,NM_053277,3,MANE SELECT,CLIC6
ENST00000360525,9,NM_153682,3,MANE SELECT,PIGP
ENST00000262879,11,NM_020336,4,MANE SELECT,RALGAPB
ENST00000316333,9,NM_001080461,3,MANE SELECT,UNCX
ENST00000612753,5,NM_001242898,2,MANE SELECT,PPP6R2
ENST00000358232,11,NM_018255,4,MANE SELECT,ELP2
ENST00000265857,8,NM_015949,3,MANE SELECT,GET4
ENST00000290310,4,NM_172201,2,MANE SELECT,KCNE2
ENST00000334160,6,NM_181624,1,MANE SELECT,KRTAP23-1
ENST00000618007,5,NM_199261,4,MANE SELECT,TPTE
ENST00000404767,8,NM_001080453,3,MANE SELECT,INTS1
ENST00000375006,8,NM_002625,4,MANE SELECT,PFKFB1
ENST00000399583,4,NM_018059,5,MANE SELECT,RADIL
ENST00000378653,8,NM_001304548,2,MANE SELECT,CFAP47
ENST00000674351,1,NM_203446,3,MANE SELECT,SYNJ1
ENST00000199389,11,NM_014413,4,MANE SELECT,EIF2AK1
ENST00000359271,4,NM_030777,4,MANE SELECT,SLC2A10
ENST00000596535,3,NM_001348072,1,MANE SELECT,FAM236B
ENST00000642620,1,NM_000266,4,MANE SELECT,NDP
ENST00000327423,11,NM_173566,3,MANE SELECT,PRR14L
ENST00000429584,3,NM_206923,4,MANE SELECT,YY2
ENST00000378578,9,NM_006520,3,MANE SELECT,DYNLT3
ENST00000371741,6,NM_004975,4,MANE SELECT,KCNB1
ENST00000341255,4,NM_032287,3,MANE SELECT,RTL6
ENST00000358526,7,NM_003886,3,MANE SELECT,AKAP4
ENST00000372861,5,NM_022358,4,MANE SELECT,KCNK15
ENST00000333407,11,NM_138435,4,MANE SELECT,FAM83F
ENST00000537909,4,NM_021248,3,MANE SELECT,CDH22
ENST00000316495,8,NM_182491,4,MANE SELECT,ZFAND2A
ENST00000417718,7,NM_001315532,2,MANE SELECT,PVALB
ENST00000378069,5,NM_000898,5,MANE SELECT,MAOB
ENST00000279028,3,NM_080721,3,MANE SELECT,OCSTAMP
ENST00000244061,6,NM_018683,4,MANE SELECT,RNF114
ENST00000265849,12,NM_000535,7,MANE SELECT,PMS2
ENST00000330817,11,NM_024105,4,MANE SELECT,ALG12
